reviewerID,asin,overall
A1ENEUNA9U2FUE,B006S9GYXY,4
A62H6Z11GTM0C,B006THNH7Q,2
A3FQC08ERY167C,B006TS510Q,4
A38VI9M6QIDPI3,B006TVQU6C,5
A3AJ0CPU6ZX49P,B006TVQU6C,5
ADM1538922HDP,B006V72AE0,1
A17R16KVZNQ5GZ,B006V72AE0,5
A3SEV60TIEDPL9,B006V72AE0,1
AVKLSFC7NX1E7,B006V72AE0,5
A1CI7RN1DUA8AF,B006V72AE0,5
A2ED5O3NIAIV98,B006W8U2MU,5
AKS5WLS8W6ZZ4,B006W8U2MU,5
A1QAR0TZA321DW,B006W8U2MU,5
A2KAOIY8M4D044,B006W8U2MU,5
AFI21GZLOTSG2,B006W8U2MU,5
A3JRVV76ITC27B,B006W8U2MU,5
AHLYPNMRTEG6E,B006W8U2MU,5
AAXY23DD24VG3,B006W8U2MU,1
A36MP3KS4IV59N,B006W8U2MU,3
A1OPYK8WSL1ZHK,B006W8U2MU,4
A21O5ULBAZD8SZ,B006W8U2MU,2
ATJV2QXNSN0UJ,B006W8U2MU,1
A2K8HU1HDA1XSD,B006W8U2MU,4
A3NN89DIPJPCJU,B006W8U2MU,2
A343V8TMY024M8,B006W8U2MU,1
A35RQLK7B2ZPGA,B006W8U2MU,5
AZRAGVPSIS3MN,B006W8U2MU,5
AJ9VS7WMBIIV9,B006W8U2MU,4
A1EEFQ7GJE51WP,B006W8U2MU,3
A3AG5QAT8L0I3R,B006W8U2MU,5
A15ADZE1K9839O,B006W8U2MU,3
A15ZD6M3P008D2,B006WPR60O,4
A1HYBYNQHKWD3L,B00703BOV4,3
A2D1LPEUCTNT8X,B0071HZ5RI,5
AWJ7O6ACSVH4L,B0071I0EL4,5
ALXX1I6UXYOWZ,B0071I3MUY,4
A1V9ZAVIEJG3,B0071LSAR6,4
A1LEVYAF2574GW,B0071LSAR6,3
A2PTEG16XQGBP2,B0071LSAR6,5
A2NKGLE1KJG9EC,B0072LGY5K,5
A2G2OXC1G8SP16,B0072LGVOE,4
A26SBERFSTW1UC,B00752QYLU,5
A1N8FRMRYUHHV0,B00752QYLU,5
A1BE0I1HS7E6R3,B0076KQRXG,4
A2KP9LAYQJ0F87,B0076KQRXG,5
A2Y2Z2633O51W5,B0079VXOWO,5
AK0AZ175B3XSJ,B0079XWPFY,4
AOMODS87TOLO8,B0079XWPFY,2
A2AM9IPXQKNO8L,B0079XWPFY,5
A258AH2F76P06,B007B4UKOE,1
A1G24ZYOU6FVST,B007B4UKOE,5
A32TE15FW228MO,B007B4UKOE,1
ANGVF44ODDYD0,B007B4UKOE,5
ALOST2O7OILWV,B007B4UKOE,5
A13DI3TX6ULCEC,B007B5PPTS,5
A2OC5SGVVHTBDX,B007B4UKOE,2
A1OQ7KWZ7BL6IN,B007B4UKOE,4
A2YROE2RSA9BCQ,B007B4UKOE,5
A30M8R4T8LXEVU,B007B4UKOE,4
A1ZCV0IX1PIT63,B007B4UKOE,4
A3B2WSZZXJCQJ9,B007B4UKOE,5
A322S7LE7RZC9Y,B007B4UKOE,1
AGNURDZC3AL0V,B007B6YPN4,4
A6BUD51Y6QVS1,B007B4UKOE,4
AAA0TUKS5VBSA,B007B6YPN4,4
A11VECWKNTAQ2C,B007CLWN5A,3
A31N0XY2UTB25C,B007CLWN5A,5
A309AAAJ1AD4PK,B007FZR240,5
A188S2HH77HKAN,B007GFX0PY,5
A2YKWYC3WQJX5J,B007GNMS5Y,5
A9ONILFNCF4L1,B007JFA3YC,5
AW12F6FJ99WCV,B007JPVYFO,5
A2ENRUVUEJGOQK,B007JPVYFO,5
AUNN3E6VGZNM3,B007JPVYFO,3
A2KR1481ARVYNP,B007JPVYFO,5
AKDQ9TVXSEFM0,B007JPOX8O,5
A1JYVVCCTROCVE,B007JPVYFO,5
A39U6GDOK9HEYP,B007JPOX8O,1
A1HVA05BXOWQCL,B007L6NYAO,5
A2C2RML9JHT3B6,B007L6NYAO,5
A3AP96RMBZWYBY,B007L6NYAO,5
A3CJ7EHUS0G8IH,B007LLYAB6,4
A3NID9D9WMIV01,B007OWTTAO,5
A23IHYV8JDP0YX,B007OWTTAO,4
AO0W55ZH60JRE,B007SAOI9E,4
AEJAGHLC675A7,B007SHJIO2,5
AR8989NYYS825,B007SHJIO2,5
A32GOCI9S6U7KM,B007SHJIO2,5
AVG1PZZ5GWN1N,B007XJIYI6,4
A2MFHJ08ZX3O61,B007XJIYI6,4
A2RVOXG6T15VV4,B00834SJNA,1
A3BLXBZ1I82B5K,B00834SJNA,1
AXVQOM7JX0MB5,B00834SJNA,4
AE16WAPPF7GUA,B00834SJNA,2
AFCB06SEOCO5E,B00834SJNA,3
A5TFF8PLKRCOJ,B00834SJNA,3
A2TFRNUZOE5OLQ,B008ABOJKS,4
A255CWYV6CY7EC,B008ABOJKS,1
A3HBG8XBZLK38A,B008ABOJKS,1
A28PQ9EX1MDCXP,B008ABOJKS,5
A1SPS3K4XIAD8K,B008ABOJKS,5
AW7BADKPHS7Z0,B008ABOJKS,1
AZYJ04EZX3ZUA,B008ABOJKS,1
ALBMGLK0V8TDE,B008ABOJKS,5
A2J9B9PWG1YXXQ,B008ABOJKS,2
A1ENNNP497SK88,B008ABOJKS,5
A3S53OGKV4K8RD,B008ABOJKS,5
A153ZBLSYCM0QL,B008ABOJKS,5
A2IM0EYAAK313I,B008ABOJKS,5
ADT3LLGLU1W2O,B008ABOJKS,1
AUPTHX68WMQIQ,B008ABOJKS,3
A2FYX7NETE3I6N,B008ABOJKS,3
A1PJV57LWT9231,B008ABOJKS,5
A2K65SLJW972IN,B008ABOJKS,5
A3L9YV1HSJA1U3,B008ABOJKS,5
AZSMFSE4XKKAO,B008B6ONXK,3
A2OQO61ELLPOVU,B008B6ONXK,5
AVSM873X4XWAB,B008B6ONXK,5
A3NFTWJSPBFERU,B008B6ONXK,5
AHZ1621HAOTXL,B008B6ONXK,5
A1WUR3WOHYW073,B008B6ONXK,5
A174PNLIUDCKNZ,B008B6ONXK,5
ALIHLVI37JO4M,B008B6ONXK,5
A3QTXVYK5017RE,B008B6ONXK,5
A2EGVV7O4CEOIT,B008B6ONXK,5
ALOGHT5Y76DED,B008B6ONXK,5
A2LVV3GA8LN557,B008B6ONXK,5
AQZ6NJPDQBV52,B008B6ONXK,5
A1P1YPHUSPID1Q,B008B6ONXK,4
A38ZRAZ4DKFGL6,B008D6YZXG,5
AM75LMV2DEOXP,B008D6YZXG,5
A1NFBUN1XRR14K,B008F4USMS,2
A2IWLR47QXU1G0,B008F4USMS,5
A2HT30WIINB4S5,B008F4USMS,5
A36HZGFFSW4FWG,B008F4USMS,5
A1VKNIOWOJS9JJ,B008F4USMS,5
A3EU4VMTF3XGFL,B008F4USMS,1
A1I7YJQERM0UCR,B008F4USMS,5
A2VEPTUO8JWX1R,B008F4USMS,5
A1WB7Q8TFD9WLC,B008F4USMS,1
A2F89A4TEZFG63,B008F4USMS,5
A1RZ4VH27NLDGS,B008F4USMS,4
AOVS68MTR42NX,B008F4USMS,4
A33TK5G9P65TSE,B008F4USMS,5
A3HRD5L1SNCBN0,B008F4USMS,5
A32WNCWE8ENFI9,B008F4USMS,5
A26TSWMKGJBMDZ,B008F4USMS,5
AH1KFYQ14E3OE,B008F4USMS,5
A326VGQ6M6A7JV,B008F4USMS,5
A3HXI1VWIV3QXW,B008F4USMS,5
A3P2BN03TKIPQS,B008F4USMS,4
AUHRS3PHBOT70,B008F4USMS,5
A2BJTTWW9BD65X,B008F4USMS,5
A3NKR7U7IANZMU,B008F4USMS,5
A179FE9R6F7GAL,B008F4USMS,4
A33QVIF8IUQVJ4,B008F4USMS,3
A1CHWLTC0TPPTM,B008F4USMS,4
A77NUS66DRII,B008F4USMS,5
A11LIFTP3X8SVP,B008F4USMS,3
A1ZXDZTS7PUZOK,B008F4USMS,4
A30QXT0IOCLAAO,B008F4USMS,3
A3237FOR4LVBZO,B008F4USMS,5
A2UVMIQYBS2HHU,B008J0ZOUY,5
A24LBRNHM25OPO,B008J0ZOUY,5
A1DBZKBP9QBKV7,B008P8ELDQ,5
APB7S1XTPWXGR,B008P8ELDQ,5
A2YMEVVXN6184V,B008PQJWC8,5
AF272QU9A1GO2,B008PQJWC8,5
A2EXJT59X9D6RN,B008R6OPQE,5
A3R9ZOSZYIVNO9,B008VQ2YUY,1
A2J042WGJX4054,B008VQ2YUY,5
A38NHXL5257E3B,B008X1BV2Y,4
A3BH9XC0BVO1AG,B008X1BV2Y,4
A279FUL12R7MBD,B008X1BV2Y,5
A3LU71U76WL5X6,B008YT59Q4,5
A1BADFGFFUL753,B00906GBBC,5
A1SS7MDT2KCD61,B00906GBBC,1
A3NW9AMHX90IJO,B00906GBBC,4
A2YYOBFO0I6A9H,B00906GBBC,4
A13QM7H1PRSEYU,B00906GBBC,3
A3F1NK8NZZD3XB,B00906GBBC,5
A2NU50JXPYAN00,B00906GBBC,5
A3CSU47U9R662X,B00906GBBC,4
AQCEQG9CORHCQ,B00906GBBC,1
A2P9O756RWWWB4,B00906GBBC,1
AFMKOMW2XTO8N,B00906GBBC,5
A1JSRMPO2W017M,B00906GBBC,1
A2OR0IF3G5BLKM,B00906GBBC,5
A2SEVE59FMEIM,B00906GBBC,2
A1WCY0O8OQ0Q5F,B00906GBBC,2
A168U3MED8LMH,B0090A8TWW,5
A3MHFLU84ZPM63,B00914ZRBI,4
AWUFGW28B002M,B0091V0A9U,5
A1VWC4A8JXNOXL,B0091V0A9U,5
A3B421HY2PZW3J,B0091V0A9U,5
A1219XM7I8LM06,B0091V0A9U,5
A3381UGIIUEYV8,B0091V0A9U,5
A69AS6142F3H2,B0091V0A9U,5
A2GH8IZ7VFIQVI,B0091V0A9U,5
A3ITYTO5KOWXE2,B0091V0A9U,2
A39K52QDP4C3ZS,B0093HKFYW,5
A21P2TV5Y8G6V,B0093HKFYW,5
A2VIDPI1ZB5ZHM,B0093HKFYW,4
AAPRKGY5ZZ9XQ,B0093HKFYW,4
AUBEFRFHJR64Y,B0095EFXMC,5
A1XEA4DFKF6T8,B009733EZY,2
A1EDKAXGQDQ6I9,B009733F08,5
A367L5U9LQJNXC,B0099XFRIY,5
AIT0344027A1M,B009AP6X0C,1
A1D27BCSYV7VWH,B009AT5SVS,5
AB7ANEGRLMDH4,B009AT5SVS,3
ARMRT31MI72MD,B009CCOI9Q,1
A2PIDEJYJU7HHK,B009CCOI9Q,1
AS5KRN4MQW2XG,B009CCOI9Q,3
A1IF2GNES3L2HC,B009CMN3V0,4
A2YRPZERLLTFK5,B009CMN3V0,5
A1VGF8HBXETK5C,B009D79VH4,5
A23PCG9735JTFG,B009D79VH4,3
A1A96D9IHFSG4,B009D79VH4,5
A19BBAZZZ41DL1,B009D79VH4,5
A2CXVPTGJ6OEZA,B009D79VH4,5
A10NE03AOS6QP6,B009D79VH4,5
A1CZ3W5U4OVB1B,B009D79VH4,4
A2MF4H4D67ZCS2,B009D79VH4,2
A2Z03FL0PH6YZA,B009D79VH4,5
A2NGLHYIFLEFNI,B009D79VH4,5
A1629ZI0VTNLML,B009D79VH4,5
A1FPIPBIK95J2M,B009D79VH4,5
A1UB2F0D7YJSSC,B009FC3YJ8,5
ADDD2829X64TJ,B009FC3YJ8,3
A2IAPNRZHHRD7K,B009FC3YJ8,4
A1VY1YYSD8UDUB,B009FC3YJ8,5
A1CRR7KCTAKM0V,B009FC3YJ8,5
A1DTRZV9V5S98A,B009FC3YJ8,1
A2GQEPBVQC00LF,B009FC3YJ8,5
A2ZYJV6O7P9HCF,B009FC3YJ8,4
A1GF56UE8J9BMZ,B009FC3YJ8,5
A3ORAZCY4O8JWC,B009FC3YJ8,5
AJK9LE86HRQ21,B009FC3YJ8,2
A3NMCRAHBYRQGI,B009FC3YJ8,3
A27WOJPUCJLR9Z,B009FC3YJ8,5
A3PIWOQ2XD7JAA,B009FC3YJ8,5
A15LG7HS4WKKKS,B009FC3YJ8,1
A2TXBINZ5YMGAE,B009L14FHI,4
A1KSDVA4MFMY35,B009NVUN5Y,1
A2VEM6DZK8SEQ9,B009OCBBGW,5
A29PSJID8FUFPG,B009OCBBGW,5
ATL4U8GCUE0N3,B009OCBBGW,4
AA048AJY19TM6,B009OCBBGW,1
ADP9QCJ4VYV4A,B009OCBBGW,5
ATJH01TIPGY5T,B009QFKFWS,5
A2LZSPR192KEX6,B009QFKFWS,5
A1SEPC0OA9BPR5,B009RUPD7E,5
ARW9JUUDT47HQ,B009RUPD7E,4
A385MVJ5G6L2BG,B009S3J61Y,2
AGF7UR8Y6TA7O,B00A1VQR2S,5
A2DFG0PB8PYAKT,B00A2WV5WI,5
AI8NB4I66OVFO,B00A3RV2TI,5
A1YTLKSV9UINNI,B00A7Z0WQ0,1
A5T1LD98U5QP8,B00A7Z0WQ0,5
A2ZU18NGTNMBSZ,B00A7Z0WQ0,3
A2AZG70U6VI4Y7,B00A8P0ZKM,5
A26JSTL45FR2QS,B00A8P0ZKM,5
A3DG144UALEOJX,B00A9IIJGA,1
AFF2YUJGF6N8,B00AAJ0ZGK,4
A11P4RS2MPULQX,B00AAJ0ZGK,5
A36D1F7RH06BIC,B00AAJ0ZGK,5
AADCC339C0S95,B00AAJ0ZGK,5
A2T3BS7FVW381T,B00AAJ0ZGK,5
A2KF245MV5H16K,B00AAJ0ZGK,5
A2LSOFIV4A6VRY,B00AAJ0ZGK,5
A3SQRUBK3ZC25V,B00AAJ0ZGK,5
ASSJTVUFPFEUC,B00AEGIPD4,4
A2SF4TG2ANU7ZB,B00AF56QA8,4
A23SDK7CIP1J3B,B00AHYJWWG,2
A1Z5LBYGGD74BR,B00AHYJWWG,3
A3QNQQKJTL76H0,B00AI922DQ,4
AG9VV0BMQQ083,B00AJVICNC,5
A3LIF253SVDRMW,B00AKO7XOW,1
A3G4C7XPWI1DLV,B00AQ9CF8K,4
A1PWY1BKLXXMR0,B00AQ9CF8K,5
A38W4TZDUS9TSJ,B00AQ9CF8K,2
AQSRDVGLKY0RH,B00AQ9CF8K,5
A14IDJGXYPCMK5,B00AQ9CF8K,5
AF91WCFV7E11L,B00AQ9CF8K,5
A9BH0T6JT5H1Q,B00AQ9CF8K,5
A1I3AFBVIBA3PZ,B00AQ9CF8K,5
A2389KUHIE87D8,B00AQU7M82,4
A35B2I08IKMEDP,B00AR9ZYYQ,5
A380HMQ868E20N,B00ATZJ606,1
A2Q0EFYLJGC7EX,B00ATZJ606,1
A7362LXMQEM6W,B00ATZJ606,5
A10T617QDTNTVC,B00ATZJ606,1
A1M2JEST7IUEUZ,B00ATZJ606,4
A1CBO9TZ4R5FBY,B00ATZJ606,5
A12JHK10WOWVEW,B00ATZJ606,2
A2KB28I69IWE33,B00ATZJ606,2
A3I2WE58OUUEXG,B00ATZJ606,3
A165AZZ33XD2TB,B00ATZJ606,4
A224NSL4RD8IX4,B00ATZJ606,4
A25JTRHNBLJF2U,B00ATZJ606,5
A1L38YKU5JKOLB,B00AV3XGPW,5
A2FGQRI21GOROF,B00AX9Z7W4,5
APW8CHOF8BIBN,B00AX9Z7W4,5
A1E3YUW8Z373NQ,B00AX9Z7W4,4
A3MM1XZ1YJCYH,B00AX9Z7W4,4
AS7KCCCL764O9,B00AX9Z7W4,5
A20XGDRQTHX21O,B00AX9Z7W4,5
A1PRY0ZQS9RARY,B00AZLA9VY,5
A2ZH3DWDM17QIL,B00AZLA9VY,5
A21911QJJHVGD2,B00B0RD2RA,4
A280AUBR680TOK,B00B0RD2RA,5
A3UHU4HYZ5PQK2,B00B0RD2RA,1
AUKXJCDTUDMJH,B00B0RD2RA,5
A1LZQT30U99HO7,B00B0RD2RA,5
A1LO8XOYCHSUUQ,B00B0RD2RA,3
A2W46EMB97SSAJ,B00B19L8LO,5
APAC11DAWHUSF,B00B1KKK2G,5
A3QVPCHSATW2OF,B00B3P15M8,5
A2Z06I0Q4FMFHP,B00B4GGW5Q,5
A28W3W2VQXBM3B,B00B4GGW5Q,4
A1I4BDKXBJ6W30,B00B4GGW5Q,5
A3Q12FK75NT74Y,B00B4GGW5Q,5
A34AOTXPEUP47K,B00B55I9MA,1
A2GPGB6WOD3LJQ,B00B5HSB44,5
A12ACDRFX1PQ4R,B00B65J5B8,3
AAZGQXKJVTXFV,B00B65J5B8,1
A3Q7NJP3CDQATN,B00B65J5B8,5
A1K4HXO5VATS7S,B00B6OX4NY,3
A1G1253A1FGNWK,B00B6ZCNGM,5
A338429W5T3SXL,B00B6ZCNGM,5
AEZ5QTF70D9PC,B00B6ZCNGM,4
A37U28O6MOS8JE,B00B6ZCNGM,5
A2KTRO275LJY1R,B00B7IQC6K,5
A2WTT0ZUVEU74C,B00B7IQC6K,5
A2FIPJOM9WKFPM,B00B7IQC6K,4
A23228KSSQADWV,B00B7IQC6K,5
A38BBO3CJO2NRP,B00B7JLZSE,5
A1DP00M4TP9ZIZ,B00B7IQC6K,4
A2ZMOCCPJWCIV5,B00B7JLZSE,5
A1ILXP537CK3SW,B00BBD7NFU,1
A3F9BX46VF4QYZ,B00BBGIT3M,5
A11PLIGIEACQ6X,B00BCS1XZ0,5
AWMPNR0K0OGQU,B00BCWALHM,1
A3J1MDLITO4YZL,B00BCY1AA2,2
A3LTWW3ZPSXAWP,B00BCY1AA2,5
A3HHXS4HMTNVFW,B00BCY1AA2,1
A1RRE6ORVX7B3G,B00BCY1AA2,5
A1KKYLOJ2EC0MV,B00BCY1AA2,1
A31K9U96YOCN0B,B00BCY1AA2,5
A2ZNSIAZA9VZW7,B00BD7L21U,5
A2KCKHXP06LBRI,B00BD7L21U,5
A35804IR4ZMEAF,B00BD8I3EI,5
A39IWU32NRF5RH,B00BGDGG1W,1
AT5ESSYUL4QZY,B00BGDGG1W,1
A8NHMYA329NMB,B00BGDGG1W,5
A2VJZCNPMCCKZQ,B00BGDGG1W,3
AMN9LS55T8SK7,B00BGEUEJQ,1
A1Z76S3S8ZCLKV,B00BGEUEJQ,5
A1Y067RCS4OCRJ,B00BIE996S,1
A3ALA5LU2PGE1F,B00BIE996S,1
A1EUMK2IKANQ5D,B00BIDTU04,2
A36YGRO2YL3WXG,B00BIDTU04,1
A2Q2A6JKY95RTP,B00BIDTU04,5
A2XCQN2NAOIYF9,B00BIF0XTE,2
AA4V5OFIQ9JJL,B00BIF0XTE,5
AWH2AY17ZU7W2,B00BN5FI8K,5
A12N91QD1JLZPP,B00BOHNYTW,4
AJG4MOX4J1FR9,B00BPEV1XK,5
A1ECDPKKY4CMA7,B00BPEV1XK,5
A2T6OI6XF5W9PQ,B00BPEV1XK,5
A125A5V88Z4ZIV,B00BPEV1XK,1
A119VL7KR5EIR6,B00BPEV1XK,5
A3QPFGI0OB9HWU,B00BPEV1XK,4
A3J2N3MC99CLB3,B00BPEV1XK,5
A1E9N0C6MY2EH0,B00BPEV1XK,5
A7D2TLDGXHQXS,B00BPHNEKU,5
A3K91X9X2ARDOK,B00BPHNEKU,4
A20K0GPVMGXN9,B00BQO4UXW,5
A3SZ91RZQ428R2,B00BQO4UXW,2
A17XP6W2DRUWP4,B00BQO4UXW,4
A1MRG1JPPE6LE9,B00BQU0YU4,3
A4U27URFECK1U,B00BWF5U0M,5
A2YQJ5O24Z4Z94,B00BWF5U0M,5
AMGTFGB0QOUJU,B00BWF5U0M,5
A1PKM1BFIFE28T,B00BWF5U0M,2
ACXGBF7HDP1SL,B00BWF5U0M,5
A3IM0VOIUZHUXU,B00BWF5U0M,5
A2CJM82EPPZFRW,B00BWF5U0M,5
A1Q5EHJC7H09QM,B00BWF5U0M,5
A2FCD6GXH197KE,B00BWF5U0M,2
A343IQ50YNFB61,B00BWF5U0M,5
A2UCSK35ESVS35,B00BWF5U0M,5
A1QH2W9D6OAB8J,B00BWF5U0M,5
A11OTLEDSW8ZXD,B00BWF5U0M,5
AJJ0J5AMCQBLJ,B00BWF5U0M,5
AFJGLOYI50XO9,B00BWF5U0M,5
A1NZGNZIP9QGU7,B00C20HV7G,3
A3SEPO56UQZHRZ,B00C2AS5C6,5
A1SL5FHOMDDY15,B00C2AS5C6,5
A1LYBM67HDEQXY,B00C2AMK2M,4
A39C9ROVB8DJ5N,B00C2AMK2M,5
A1DWJ8PX2HS9G7,B00C2AMK2M,5
A2JN4J2YSLSS7H,B00C2AMK2M,5
A9PMZZB0B8TFB,B00C28L6EW,1
AQSUDW2ESYOWI,B00C2AMK2M,5
A3EV0ADY9QXG5T,B00C2AMK2M,1
A7KE3P1DNABTX,B00C2AMK2M,5
APO82E2TOUIPU,B00C2AMK2M,4
A2RJ7BQZD59CVO,B00C2AMK2M,5
A567HBSX35U7X,B00C2AMK2M,5
AIFANFLEF2Q2B,B00C28L6EW,2
A702VCGETYF81,B00C28L6EW,4
A3PE0PFQ91R3IK,B00C28L6EW,1
AN32FYG3T2CIT,B00C28L6EW,1
A2IA00SNI0RPKQ,B00C5K8D5W,2
A3C5EPDR6F01F2,B00C5K8D5W,5
A3TEK3TYD95GK9,B00C5K8D5W,1
A1ODTEEX8JN3J7,B00C7S2FRE,5
A2DGTQ8LOYLQ7F,B00C93JPNY,5
A2MDA0GRL1D2W0,B00C93Z8JY,5
A11Z6P21GPRG41,B00C93Z8JY,5
A1NZ94LG2MBDZV,B00C93Z8JY,5
A16YY4VEAM2VEF,B00C980Z2O,5
A2L0MBN8AE9GE2,B00C980Z2O,1
A78CJ0V9VGX8Q,B00C9HHQQS,4
A2U4L0L76PX72D,B00C9Q2IM6,1
A1ED4OVVNRGGMJ,B00C9Q2IM6,1
A13J2PGKNMJG1K,B00C9Q2IM6,5
AAFZ2I50L81MC,B00CBD65TY,4
A2R7B3MUR22USI,B00CBDZ1NU,4
A2M9XOT7CWN742,B00CBQ5X5S,1
A2SF4QMQH4M78M,B00CBQ5X5S,4
A328GLDSDNFYII,B00CBSDS9Y,5
A3VCPG3ANNKBP8,B00CBSDS9Y,1
A2SH4497XM1HET,B00CCIKJKE,4
A3A03I3P91BGH4,B00CE65C4W,5
A3JDVLODWAFZ0M,B00CE65C4W,5
A2S4WVP7XZMWVJ,B00CF2REXC,4
A3PUI4IBDJYGOZ,B00CGRMGZM,5
A22I5NJMIAL4IB,B00CGRMGZM,5
A1579YT6JXUHUF,B00CHYOQIE,5
A2W9I628I6SE1U,B00CIY0KR4,5
AP8QMRHCATECQ,B00CKF6ACK,5
A33CCLNOBUZG3G,B00CLY1WPU,5
A2GMZZ6TDYOHY7,B00CMKS2DI,5
A5G5Q9EY52MFU,B00CMKOVMO,5
A3R8FQ1YNRE5RP,B00CMKOVMO,5
A18K14K26PMZTF,B00CMKOVMO,1
A3805L9WK9D1ZM,B00CMKOVMO,5
A2OBLQZJVL0P1V,B00CMKOVMO,5
A1FB5ZENPKYCV8,B00CMKOVMO,5
A23LMWMVE6J45G,B00CO1I2FS,5
A2FLZMVFJS231L,B00CO1I2FS,1
A12L1TBE2D8MYX,B00CPDBJO6,3
A2866X4VRWGEO8,B00CS43I4Q,5
A2LB1ED8LM97QT,B00CWWETTW,5
A1SAOBWJQC8375,B00CWWETTW,5
A20ZCHB9EV90D4,B00CWWETTW,5
A1EPKVUKQ0966P,B00CWWETTW,1
ASZFKI9I3VZKF,B00CWWETTW,5
A1ROEOBWQI9U4Q,B00CWWETTW,5
A108T3Q2N5KLAA,B00CWWETTW,5
A35Q0RBM3YNQNF,B00CWWETTW,5
A12YBHS9NBU656,B00D12OAVE,5
AWDQ4HGF8VZRG,B00D2ZDY2Q,5
AUU55OZR0H3VQ,B00D2ZDY2Q,5
AEXFK4614JFHG,B00D2ZDY2Q,5
A1E7FDIDRSSXJB,B00D2ZDY2Q,5
AZOEM76ARI9A7,B00D2ZDY2Q,5
A2B2M5YQZPBOA3,B00D2ZDY2Q,4
A2XXBZPQT5EXHV,B00D3WV8K8,1
A1NT4BUUUFCXPP,B00D3WV8K8,4
A1948BX0JK85NI,B00D5MBQGM,5
A3SYG3P366VXDO,B00D5P0J5I,5
A2SR5JU0HQV9WL,B00D7GFHIY,2
A35JOZINLIR4MR,B00D7GFHIY,2
A1A25TP5D0L22V,B00D7GFHIY,4
A1B70ZEWQ6UH1A,B00D7GFHIY,4
A24L6ZDXWGYCP6,B00D7GFHIY,1
A37KCOWQZ3UCG5,B00D7GFHIY,1
A35IW073SL2U66,B00D8O8YCG,4
AQOOLZ46P7DG,B00DDME7UQ,1
A12HDETW48GCTK,B00DFVZOAC,4
A1YO6LTM44JAPC,B00DG8LNKE,3
A1TKPYCOI1IZVL,B00DG8LNKE,5
A1HHGJPZIA3SO4,B00DHBW6P6,5
A3H258NA28NGJP,B00DHBW6P6,5
A3LSCQVINDIR57,B00DHBW6P6,5
A1HYMGPYXU97ZN,B00DHBW6P6,3
A1LKDSJM6W1Z9J,B00DHKKKZK,4
ALY21LC9980HE,B00DHKKKZK,1
A1Q4S39353LRL8,B00DMFB5OK,2
A34GLWV03C3AAO,B00DMWFS8C,1
A3JEAHEE5GHBVB,B00DSFRUC0,5
A1CP54S8574RFG,B00DTZNCCQ,3
A2YF8QSPMRI38H,B00DTZNCCQ,5
A1BYXXIH7BXIHZ,B00DTZNCCQ,4
A2MVCP3XRTRTAX,B00DW374W4,5
A2FJZ3IYQ9N65S,B00DW374W4,5
A1YRYMB933RGQ2,B00DW374W4,5
A2Z7BXFUASN9MX,B00DW374W4,4
A2HQHUEOTG9XUI,B00DW374W4,5
A19YWX5MBZ4Z57,B00DW374W4,5
A1RHX83VZBU3ET,B00DWGLMEW,1
ABBIQ3WC35QQX,B00DYWC26G,3
A2C1AHN19W2S2F,B00E055H5O,5
A12EPPZXUE8FE3,B00E055H5O,5
AL4WX7LL4ISYK,B00E055H5O,3
A11P0L6KUJ2422,B00E055H5O,5
A1V6F5FDBH49YI,B00E055H5O,2
A2BMZRO0H7TFCS,B00E0HKJDC,5
A16626CYIKIENR,B00E055H5O,5
A2EF1KIQ7TMPPF,B00E055H5O,4
AMO1MZ9GDX3VI,B00E1JAB3M,1
A1D50HFCFWOPTP,B00E1JAB3M,5
A3OUYFXUOHDGH,B00E3AKFEY,5
A3EPKN4KQMZJ2L,B00E3R16NG,5
A2QF85OJAS1D66,B00E3RH5W2,5
A32WMKD0YBOWLG,B00E4JUC4M,4
A1P3VXW3JKS3FH,B00E6553PW,5
A36MHSUQIH1XJE,B00E80RYUC,5
AK1KC6SSBBGTP,B00EANUQ5M,5
A2U1IG5HIWTSC0,B00EB0RT9U,1
A2PUD5UKFHFE5,B00EB0RT9U,2
A3HYUK299A60ZQ,B00ECDM78E,3
A1JVS5BUBL5CD6,B00EDOG8NC,1
A3S6NEIDLLTQCY,B00EF9F7I2,5
A3HRICTSKOD39T,B00EFNT3MO,3
A3U0UUID5WDWIL,B00EHC7USC,2
A1G2PJDZG31P79,B00EHDTQQ0,5
A3I5KPCHHWJTUE,B00EHDTQQ0,5
A3F5AAVOARHD3Z,B00EHDTQQ0,5
AM5XTK2Y3CEGR,B00EHDTQQ0,3
ARANOVI63SRTR,B00EJ8CKI4,5
A1F5GPR86IPPWQ,B00ELVODKW,5
A3I2UVKPSNOM7O,B00ELVODKW,5
A15YUP4LF1FSUW,B00EM7C89I,5
A1ZN5KJ013IIYA,B00EQY52S6,1
A26WCBNO0UY6UL,B00ERNIRAG,1
A17WKG6ZXE7Y3O,B00ESKS9L0,4
A3VLIRN49EV9AE,B00ESUIX4S,1
A2JGWYUWLQK32X,B00ESUIX4S,5
A86IBDS6UPR31,B00ESUIX4S,5
ACZDN5A7ZH6RM,B00ESUIX4S,1
A1MXD2UU6N2K0O,B00ESUIX4S,5
A301W58N4CZLKZ,B00ESUIX4S,5
A3RLMQ3Q2O6IPG,B00ESUIX4S,5
A2XN4AO9IR7964,B00ESUIX4S,5
A3SBAV9E9KQS24,B00ETT3WB2,1
