reviewText,rating_class
i have be look for a projector i can take with i to conference where i teach my presentation be highly reliant on my powerpointsbut more specifically the video clip i showand i have have projector problem in the past that have ruin my presentation because av stuff be not in the room or ready to go so i be look for a backup that i can take with i and have ready in 5 minute just so i can keep the presentation go after a lot of research i decide to try this deeplee projector i have to say that i be really pleased with what i ve see so far it exactly what i be look for something light work with my laptop hdirect messagei and have good enough quality that the video clip can be see easily if anyone else be look into it for presentation use here be the specific they say this do not work for presentation and it definitely have a hard time with the small type in a powerpoint it be not great for presentation where the audience need to see all the type or need to see the little button to follow instruction i actually use it hook up to my desktop for a tutorial on how to use adobe indesign but some of the small button on the screen be hard to see so we end up switch it out for my 60 tv monitor but the deeplee be actually on par with some of the projector i ve work with in the past at conference in term of quality level for both powerpoint and videowhich say more about the equipment at those conference than that this projector be super amazing so a long a you use big text you can stoday i learnedl make out most of the word you a the presenter definitely can not be reliant on the text if show a powerpoint but it great if you explain what be write and want something visually behind youand for i it go to be well than nothing i have a bunch of picture so you can see the quality for i this fit easily in my messenger bag that i use for teach at the conference which also include my laptop the loud portable bluetooth speaker also a backup and my presentation clicker i be go to try to track down a good case for the projector they recommend for travel to just keep it in the box but that s twice a big and will not fit in my bag so i m now on the look out i actually get the blue color because it almost an exact match to the other thing that i use include my hdirect messagei cable and it will be easy to keep track of what be mine and what be the conference because of that color a for home use this have be great for movie outside watch stuff on the ceiling in our bedroom i can also see it be great for camping trip and such it do need an outlet to be plug in the remote i really like have the remote it feel lightweight and kind of cheap which be the opposite of the projector itself which feel really highquality and wellmade the battery that come with it be dead and i have to play around with it to get a feel of where i need to point the remote to get it to work but it a nice addition that i m sure ill use quite a bit when present so i m glad i have it in summary this be an incredible mini projector with decent image quality and cheap than a tv just remember you will not be get image on par with a 60inch tv but the quality be like we be all use to before hd i have high expectation for this projector and i m love it even more than i think i would definitely recommend it pro lightweight look really nice small sit in my hand come with remote decent quality good image you can read large text work ok for closed caption con remote do not work well for realom the right side of it work at all other angle just fine do not work with small text not really mean to though need to be fain real lifey dark to see image i will update this review if anything break or go wrong so you can see how long this item last,Good
so far i have have this pack for 2 month i have take the liberty to reinforce some of the stitching on the low part of the strap because they look very for realagile this bag and it battery have save i alot of headache it be a little small but when you think about the battery you forget about all that i give it a 4 star because i m in college and i wish this bag be alot big nothing have rip and none of the zipper have malfunction the battery charge my iphone super fast and my for realiend phone too update1year battery do not work anymore it last a year the back be start to show some wear the zipper come off and other thing be separate,Average
i need something lowprofile for my new pioneer mp3 player in my car this hold a ton of music and stick out about 12 inch so no one in the car can accidently bump it,Good
it protect the corner but not the two surface sigh so i add two wrist band to protect the surface,Average
plug this into the back of a pci card and all be fine that be untoday i learned i put a adata 64 gb flash into it not sure if it be mean to catch fire or not but it do for realy my flash drive pci card the external hd that be in the hub now none of my pci slot work have to reload window 10 a my file be corrupt during the crash motherboard stoday i learnedl work but every boot up it have to do a device setup so have to replace all in all i be le then happy your inithanks in advancel post sep 24 2015 25335 am pdt stc2581 say in contact with tendak about their product and this be what they say we check picture that the ic on motherboard burn up could you tell we how to cause it your issue already call we high attention for this unit we need to figure out and improve our product 15pin sata power connector to power usb device for realom your pc power supply usb to 20pin cable need to plug pci express card on motherboard we only give your correct connection a the previous attachment regard your word we think you be very good at desktop computer setup and we can not figure out which socket you plug incorrectly so that it because to burn out then there be 12 more where i ask they to send i a picture of a 20pin or sata pug in backwards or in a wrong socket and they keep send i the picture for realom this listing of the board plug in i have build 6 computer for realom ground up have 3 run in this room along with 3 na and yet they just keep say i plug it in wrong i give the shorted mother board and pci to my 9 year old grandson and tell he to plug it in and after awhile of try he get it right a there be only one way to plug connector in computer connector be make that way so they can not be plug in wrong and yet tendak stoday i learnedl say it can i buy a thermaltake and it plug in the same way and it work i be a bit timid about plug anything into it a when i plug in a flash drive into the tendak smoke pour for realom my case but unlike the tendak the thermaltake work i have be buy computer component since 1995 and have have some that do not work or do not work right but this be the first that short out half of my computer hardware,Bad
this work great for the price you can not beat it it do not come in any retail packaging or box of any kind but a plastic zip lock bag which i can untoday i learned to keep the price low i almost throw mine away by mistake because it come with another item in the same box and i forget it be come but because it be so small you can overlook it if not careful but other than that it work great use it with my samsung galaxy s7 edge,Good
the belkin f5m010qblk mouse be the belkin version of a basic 3 button usb wheel mouse nothing fancy just basic and functional all business and i like that like just about every usb mouse i use installation be just plug and play no fancy software include or need the usb wire be about 5 ft and be long enough for my use but could be on the short side if you have an underdesk tower computer the belkin feel good in my hand and glide nicely on my desk the wheel function for scrolling and when press a the 3rd button the symmetric shape be good for both right and leave handed user track on my screen be smooth and the button work reliably belkin product tend to work and last well for i in my experience with a sub 10 mouse ill not cry if i need to replace it in a year at a similar pricepoint amazonbasics have a comparable wired mouse that have work well for i too the f5m010qblk mouse for realom belkin do the basic very well at a low price i can not ask more and that s a 5 star performance for i,Good
plenty of electrical ac plug plus two usb the power cord coil at the base a the tower rotate the cord uncoil sturdy and highly efficient,Good
i order a 64 gb when i first get it and plug in it show i it have 59 gb capacity that s normal but the second i put a file in it it become 32 gb this be should not happen at all a 64 gb say on the package but it become 33 gb this be literally a scam i m return it and never will buy anything for realom sandisk every again,Bad
this be a very handy microusb cable with a rightangle plug on the device end the cable itself be thin and more flexible than most usb cable so it much more pleasant to use with portable device the rightangle plug and cable do not project so far for realom the edge of the device so it almost ideal for my droid especially when it in the dash mount why almost ideal because the rightangle plug be lefthanded that be the cable point to the left when plug into the droid when hold sideways or to the top when the droid be hold upright my car power plug be in the center of the dash so it d be well if the cable point to the right for realom the driver side of the dash and when hold the droid upright i d prefer the cable point down so i wish there be a righthande version available but this be stoday i learnedl a much nice cable than those with bulkier connector and wire,Good
this charger be really useful i keep it at my bedside and plug my iphone ipad lamp and bluetooth speaker into it the good part be that i do not have to have a bunch of usb power charger since i can plug the usb directly into it the little button on it be pretty good too because they re easy to use than the twist knob on my lamp,Good
this exceed my expectation i be able to connect 3 additional monitor to my laptop and the quality be great i run video benchmark and play hd movie while try to see if i could get a screen tear and i be unsuccessful this thing be great best 120 ever spend,Good
i m actually get near the transfer speed advertise by the manufacturer a always review will vary since usb 30 speed will depend on hardward a always 4 kb speed be abysmal but that s to be expect the unit feel solid some say too heavy personally i like how heavy it feel especially since it an aluminum body i feel comfortable put it in my pocket or throw it in my backpack to be jumble around the slide up and down have some resistance so you do not have to worry about the usb port getting accidentally push out in your bag and break the flip side to the previously mention be that it take some getting use to deploy it since the slider be flush with the exception of a small raise arrow on top a you can see for realom crystal disk the test result be phenomenal especially for the price they get close to the 400200 spec the manufacturer tout i do some real world testing and they be a fair way off the mark this be to be expect for a large 4 gb mkv i get about 150 mb write copying for realom the drive i get about 230 mb while that s pretty hugely different it stoday i learnedl blazingly fast compare to my previous contender the pny 128 gb usb 30 which i be already extremely happy with httpwwwamazoncoh my godpproductb00fe2n1wskeywordspny2012820gb20usb2030qid1449878120refsr11sr81 i can not comment on the consistency yet or the life span of this device but so far it look like a great product,Good
waoooooooall work perfectethernet port usb hub and charge portall at oncenow i can use my nvidia shield tablet like a computercan conect mi iphone to it wireless keyboard and mouse fast internet speed and the best part plug it to the ac power suply,Good
work a advertise i ve be use it for about a week with zero issue the mouse will go into hibernation automatically but come back to life with a single click if i have one criticism it would be that the mouse could have be bit large and that the dongle be hide in the box pretty good the rechargeable battery i m use have hold up well so far keyboard use 2 aaa and mouse use 1 aa,Good
maybe i do something wrong and if someone can show i then i will def change my star but i check everything i run this usb with diskmark64 and the result be in the pic below i try they all and come out to roughly 44 mb read and write edit retried on a completely brand spankin new pc and stoday i learnedl the same exact result i try contact patriot on twitter but never respond look on bbb they have an f rating i m stay away for realom anything patriot oh and add a pic of the detail that my hard drive program read a the drive if anyone can tell if it a bad usb i look it up and it show a a kingston something stoday i learnedl say patriot though but look a little off pls help,Bad
this radio be small but stoday i learnedl great i like the size because it make it easy to carry around with you you can take this to the part pool bbq beach and more the volume go louder than i have expect it to the reception overall be very well there be time when it be a little static but it you position it right it would go away it be very easy to get to the channel you want because you can just press it in and it will go to it the other option be to press and hold the playpause button and it will autoscan and memorize the channel that come in make sure when you do this that you have it position correctly with little to no static so that you can pull in the most radio station a possible this have a port for and aux usb and micro sd card this allow you to listen to your music for realom your memory stick or card i use both of these and when you connect the micro sd card or usb it automatically search for music and then play it this also have a lead light on the side and a button that say lead when you press and hold it the light come on you can plug your earphone into this if you do not want to disturb anyone what i like most about this be that it be rechargeable so you do not have to keep buying battery for it i would recommend this very useful radio because it be more than just a radio i receive this product for for realee in exchange for my honest and unbiased review,Good
let face itit seem like there s more to do each day and le time to get it do if you want to have any kind of personal time you have to be able to multitask to get your 12 hour worth of work to fit into an 8 hour day for i to accomplish this i have set up my command center in my office and in my homebut what about when i have to hit the road it not like my job stop because i m in a hotel right this be where these monitor shine accord to the asus website the software for these will allow you to use up to 5 link with your pc i can not confirm this but i do have have 3 and i run they all along with my laptop display i can not quite work a efficiently a i be use to but it darn close i would recommend a few accessory if you want to do this however at first i try to make a mount system that would allow i to use 3 line up in portrait mode a i be use to on my desktop but then realize that this be not necessary i instead purchase a couple of mountera sidemount clip and a couple of anker aluminum stand and i m set the clip be large enough so that i can mount one on each upper corner of my laptop display and it will hold one monitor to each side and also one mount directly above my main display i use the anker stand to carry the weight of the monitor which be not much so that it do not drag down my laptop lid the monitor themselves be very lightweight thin and easy to pack and transport i slide all 3 of they into an amazon basic neoprene laptop sleeve 15 separate by 2 thin piece of pack foam cut to size the cable clip and stand all fit into the for realont pocket of my backpack set up take about 3 minute and i can go to town the color on these be pretty good they match up well with a little tweaking and a promise have good viewing angle the color be not a rich a on my main display but nothing to gripe about unless you be do photo editing all in all they be well worth the price i have the full hd usb 30 version although i do have a usbc port i do not want to have to worry about keep track of which be which the software that come with they be very easy to set up and once you do you can just use your window display setting to rearrange they a you like if you need full productivity on the go i would not hesitate over purchase these the time you will for realee up for yourself be worth the price hope this help your purchasing decision,Good
i absolutely love this eaget 32 g dual usb i just plug the micro usb into my android phone and transfer the picture to the usb then when i get home i can transfer the picture to my computer or other device great for vacation,Good
work great with the macbook pro 15inch late 2016 no driver need and instantly functional it do not have the linkactivity light a picture however two light be visible through the plastic the side one be link and the middle be activity it work i d have love to have the more traditional light but at least the feature be there,Good
these power strip be manufacture incorrectly and have polarity issue other customer have report this a well i ve supply photo of the defective product do not buy see picture for reference one side 2 of the 4 socket be reverse,Bad
they work but at speed far below usb 20 i rarely get 34mbs write speed,Average
the molex to sata power adaptor be hot glue and do not work but i have an extra one the datum interface work for a couple of day then stop work,Bad
it be an adventure try to find a portable monitor to work with my surface pro 3 i ve try the gechic 2501h the aoc e1659fwux pro and the asus mb169b and mb169c the asus mb169b win con it should come with a y cable the aoc do but i have to buy one in order to get enough power to the asus due to the low power output of the sp3 usb port httpwwwamazoncoh my godpproductb005m0icg2psc1redirecttruerefohauidetailpageo08s00 the case be suppose to double a a stand but it just weird and not a stable a i d liek soi buy a different style stnad which be work great httpwwwamazoncoh my godpproductb014gctgfmpsc1redirecttruerefohauidetailpageo00s00 pro the screen be great very crisp and clear image and nonglare the display color be not a good a the sp3 but very close and not really enough to be noticeable unless you be do photo editing for the average school workjob surf or game this screen will be great picture include so you can see for yourself easy to get up and run just plug in download the driver and it work it super light weight come with protective case i wish it be a hard case but it pretty sturdy a soft case go and much well than what you get with the aoc a neoprene soft case that be very tight to get on and be likely to rip out after just a few use or the gechic 2501h nothing at all it work with my surface pro 3 a big deal who know the sp3 be such a pain to get a portable monitor for the tech support be great the first mb169b i get be doa but just to be sure i walk through some test with the asus tech support and they be great in the end i have to return it and get a replacement which go flawlessly a for the asus mb169c i could never get it to power up with the sp3 so i m not sure if it a power issue a doa issue or just that i be use a converter cable to go for realom the usbc to usb 31 connection to the sp3 for more detail on the gechic 2501h see my product review,Good
while the product seem to be work fine look like i be send a refurbish or a used product the paint have come off and there be few scratch across the for realont of the product since i pay for a new product i should have receive a new product since i be travel and i need this i decide to keep it,Bad
i ve be look at sabertooth since the lga1155 now that my mobo dfi lanparty icfx3200t2rg run intel q6600 quadcore at 266ghz finally die after 10 year of faithful service i finally upgrade after serious review and research i decide to go with this board so i could get another 10 year i load it up with the i76700 k 32gb ddr4 pc421300 a 240gb m 2 ssd and a water block for the cpu i wrap it in a new corsair 750d case i keep my 1000w psu 1 tb hybrid ssd hd and old sapphire hd6950 2gb ddr5 vpu ill upgrade that when i get a few hundred more everything be package very professionally and safe with antistatic bag the build take about 4 hour because i strip down the old oc and salvage the part i want for this build routing wire out of sight doublechecke proper connection and basic aesthetic round out the time well worth it when i post on first boot blue lead light in the radiator fan accentuate the feel of the cool air be pump into this wide open system once i get the optical drive i fail to order and the usb keyboard i do not have i will begin the overclocking f and performance balance for realom what i ve read i should be able to tweak to 47ghz stable and with the water block and ton of air i m expect some very cool temp at great performance value dollar cost average my last build i d say that i spend about 10month on my last build at about 1200 for the whole build include tax if this last another ten year too i d say ill be at about 10month for some serious power for year to come i no long game but this rig will not go stale any time soon i can not wait to post update a i get it up to full steam,Good
the case be massive my gin real life for realiend call it a mini cat house but fit everything perfectly great for a water cooling set up the nzxt fan be fantastic overall build quality be great everything fit together nice and tight come with plenty of extra screw,Good
i want to be very clear that i be review the bos audio bvcp9675 this be the 350 dollar apple carplay compatible double din unit that do not have a cd player i know it can be confusing when amazon group hundred dollar head unit with top of the line item i have use other bos product before and they be fine mostly low end but decent quality for the money product the bvcp9675 be not like any other bos audio product i have use before and i will explain why it should be a consideration along with the other low cost carplay unit under 500 available today fall 2017 a of the time of this review sure the bvcp9675 lack a cd player and to be honest that s not a bad thing i do not own a cd player anymore all my music be play off my phone or my computer for those who need a disc player in their car there be plenty stoday i learnedl available for everyone else these new generation car stereo head unit be pack with so many other feature it really surprise i to be honest i be definitely not an expert when it come to review car audio but i do have the benefit of having own the pioneer sphda120 and i stoday i learnedl use it daily in another car i drive the pioneer unit be the low price carplay unit you could buy untoday i learned the sony xavax100 and this bos unit be release there may be other that i be not aware of i have not use the sony unit but i ve be use the pioneer unit for over a year and i have mixed feeling about it the build quality and sound quality be good but the interface be bad the only saving grace be the carplay which be standardize by apple so pioneer do not have a chance to mess it up i like pioneer but they be not good at user interface design and i always want more for realom their product stoday i learnedl for the price it be a good deal but can this bos unit compete with a big name brand like pioneer for 60 dollar le than the sphda120 at the time of this review the bos bvcp9675 really do offer some good competition build quality and feature be the good i ve see on a bos product and a soon a i open the box i could tell this be not the normal low end product for realom bos the price also reflect that with this unit be double to triple the price of other double din unit they offer installation be a breeze if you be experience with instal car audio everything be label well and i be able to replace my beloved old but age alpine head unit in my porsche cayman i have some hesitation put a bos unit into my admittedly old porsche but i feel good about the look of it when i open the box so i decide to give it a shot this unit have everything i need for realont rear and subwoofer preamp connector i plug those in attach my rear camera and solder the bos harness to my exist harness and i be up and run in no time the only big feature i do not use be the aux video input because it a 2 seater and i do not watch video when i drive that car and so i do not hook up the parking brake wire i also do not use the build in amplifier so i can not comment on how powerful it be but the unit boast an 80w x4 internal amplifier which be more than adequate to replace a stock head unit i also do not use the steering wheel control because my car be too old and do not have any but that be an include option and seem like a nice feature a warning message come on the screen for a few second then disappear so that s not an issue i be also not use any sort of 18 aux connector which be include and have a little cable that you can route to your dash for easy connection most people will connect via the bluetooth or the usb input there be 2 usb input one for carplay or hook up a usb drive or just charge your phone and the other one can connect to a usb drive or charge another phone i have not try connect an android phone but it work instantly with my iphone and the bluetooth be also very fast to connect it hard to explain this in the review but everything about the interface and the response time be very fast and it feel nice there s no lag when i hit a button on screen and everything be very responsive the screen itself be capacitive and work very well it all feel very high quality and nice remember this be bos audio we be talk about they be not know for their high quality stuff but this item be different the carplay interface be great and it work right away once you connect your phone if you receive a call or text it go through the carplay interface the stereo can read your text to you if you want a you drive you can use your map app and see where you be go a you listen to music it great this be also exactly the same on my pioneer unit so if you just want carplay on a budget this one definitely do the job the non carplay interface be something i never like with my pioneer unit so i be a little concerned with how it would look on this bos unit fortunately i be pleasantly surprised with the layout and design of everything everything be lay out almost like today i learnede that be easy to access but do not try to copy the apple look like so many other company do it have it own style and it be very clean look the radio work great and it immediately be able to lock in to my favorite station and within 5 second it display the artist and song on screen something my pioneer always struggle to do for some reason you can also access carplay if phone be plug in bluetooth phone call setting audio adjustment the rear view camera or the medium player which be the main feature right in the center you can select between aux in usb or bluetooth audio and it just work very well and without have to figure out where stuff be finally i want to touch on the soft button that be on the left of the display the pioneer have this same concept but i think bos do it well the bottom leave have a mute key that be always there and that be very important the pioneer require you to first hit volume down then press the mute key which be annoying if someone be try to communicate with you and you need the sound down fast that dumb mute button also cover up other thing on the screen which be annoying when you do not want it so i m so happy bos have make a dedicated mute button so that s the very bottom the other button be volume up and down bluetooth and home that s it it lay out really nicely and it very clean look the button be default scroll through different color but you can choose a color in the setup menu i usually just pick a color that match the rest of my car light and leave it but there be several option depend on your preference ok i think i ve say enough nice thing obviously there be some thing i do not love about this unit i feel that the 3 band equalizer be too basic and there be no way to adjust the crossover for realequency or the width q of each band so they be lock at 100hz for bass 1khz for mid and 10khz for high at least the mid adjustment be there because it give i enough to work with to give a clean tone for realom my speaker you can also turn the eq totally off there be a separate subwoofer control that allow you to set the crossover point for realom 80 to 160hz and it have a sub volume control so you can match it to your other speaker it basic but it work the big gripe i have with this unit be the logo screen that appear when you first turn on the car it do this crazy bos animation and it only last a few second but i do not like it the pioneer be much well in this regard because it allow you to upload your own image for realom a usb drive which be a nice touch i look over the user manual several time and i do not see any way to disable the loading screen or change it with my own image there be a menu which allow you to select different image but it do not seem to do anything for i maybe i be just miss it overall the bos audio bvcp9675 be a great apple carplay unit for the price it good quality and it sound good for the price it have a lot of feature and although i do not like everything i like almost everything and to i this be worth 5 star consider the price it might seem expensive but a carplay unit go this one be a bargain i m really impressed that bos audio a company know for it low end and entry level product i have a 50 dollar bos subwoofer amp for example make this really nice double din unit i will definitely be keep an eye on they for more product like this in the future update sept 26 2017 i have the opportunity to take a road trip this past week and get a good 20 hour of drive time with this bos unit i notice a couple thing i want to add to my review this unit work perfectly with io 11 i notice some other carplay unit do not work with io 11 currently so i think i d mention that apple map work great and it be improve for io 11 and show you which lane to be in the way google map have do for a while now i wish i could use app like waze but for now carplay just use apple map for gps i also be able to load up the mlb app and listen to a baseball game a i drive very cool other than that everything work a intend the system never get hot or do anything weird even after be on for 10 hour straight i m very happy with this unit do not be scare off because it be not pioneer or kenwood or sony or alpine i ve be kind of a snob about those brand in the past so this have be refor realeshing for i to try this brand and really enjoy one of their product,Good
work great for my first build have no problem build amd case nzxt source 530 full tower chassis have to go with full tower because gpu be too big for mid tower mobo asus m5a99fx pro r20 am3 cpu amd fx 8350 hdd samsung 850 evo 250 gb gpu asus strix radeon r9 390x ram kingston hyperx fury 8 gb kit 1600mhz psu corsair cx series 750 watt atx cool nzxt kraken x61,Good
this device play music for realom one of five source a standard sd card a micro sd card a usb thumb drive for realom it own build in fm radio or for realom an external device plug into the 18 inch mini jack cable include the sd and minisd card be fully recess into the device when play a nice touch that prevent accidentally snap a card in half it also have a headphone jack that silence the speaker when use it can also be use a a voice recorder yield dictation quality recording the build in lithium battery charge in an hour or two for realom any usb power source use a standard mini usb cable supply it run about eight to ten hour on a charge depend upon volume level and whether you leave the display on with external power the device will run continuously the clock read only 24 hour time mean three pm be display a 1500 instead of 300 i do not try the build in alarm clock function but it can also be set to turn off the device after a preset duration of 10 to 120 minute once you have your mp3 or wav file on your data card of choice the basic play and volume function be simple to operate for realom the for realont panel button turn the unit on for realom the switch in the back and it power up in a few second and start play for realom wherever you leave off the first song if you never use that card before the power switch do not turn off the unit if the unit be power for realom an external source so you have to press and hold the menu button to shut it off you can not address music file and folder directly you must skip ahead or backward one file at a time this be the only weakness in the design accessing and understand the menu be easy if you have use similar device before but might be confusing to someone who buy this a their first digital music player there s a certain logic to digital player menu and once you ve learn it on a similar device this one be easy to follow twin speaker be locate on the side of the unit for decent stereo separation on a device this small the sound quality on the build in speaker while lack bass for obvious size reason be crisp clear and certainly loud enough to make fellow worker in adjacent cubicle ask you to lower it please i can hear it fine on my boat when run at low speed the bass be a little thin using headphone but you can change the eq in the menu to compensate somewhat for the build in speaker the default eq set sound well the build quality of this player be well above what be expect it be put together well and feel rather solid it do not say make in china and do not say where it be make i drop it on the pool deck and not only do it continue work there be not a mark on it for it intend use a a portable personal player you ll find yourself use it a a travel radio a pool radio a desktop player at work or at the beach it nice not to have to be constrain by headphone to listen to music on the go and this device give you much more than it price tag take away,Good
original on the first day of use this product the black piece break off the adhesive i ve try to put it back together but it refuse to actually stick enough for actual use update 1 originally a 2 star but i m change it to a 1 star because the vendor send an email bie and moan about how i leave a negative review with the nerve to think that i would change it congrat because i m change it and it just get bad maybe if they run a respectable business operation the first few review would not be for realom people who get the product for for realee or for a discount update 2 after some reflection i decide that i should not let the vendor unethical behavior reflect my review on the product so i be go to change the review back to it original 2 star rating,Bad
have not check the exact output but it power my usb battery pack just fine and have not for realy it yet so ill just assume it all good,Good
i have one kernel panic at first but have not do it since i ve use it on my 30 apple cinema display with the dual link dvi adapter 2560 x 1600 60hz and a dell 4 k monitor mini display port to display port 4 k 60hz,Good
let i start by say the only reason i buy these speaker be because the audio jack on my computer be break so i be force to use speaker that have sound go through a usb cord unfortunately there s not much of a selection for usb speaker that be suitable for use with a desktop pc and this be one of the few i could find a other reviewer have point out the volume adjustment with these thing be really bad set the volume on the low possible setting will be too loud put it one bar lower and the sound be off this be the main reason why i give these speaker 2 star also no volume control dial and no headphone jack on the other hand the sound quality be surprisingly good for 10 speaker these speaker be extremely small much more small than the picture would suggest and they look almost comical next to my 22inch monitor a i say before i only buy these speaker because the sound go through usb and my audio jack be break if you do not need sound to go through usb i suggest you look elsewhere a nearly every other speaker system be well than these,Bad
i see another review for realom cjguiser about the backpack he inithanks in advancelly receive not be water resistant so i decide to give it a test and i m not sure what the seller definition be for water resistant but to i the result show the bag be definitely not i simply fill a spray bottle with water and start spray towards the bag i focus on both the surface and the top zipper line where the rain would most likely enter water be be lightly spray onto the bag so i d consider it a fair test there s no jetlike water stream inithanks in advancelly the surface get easily soak a more and more water be spray over the bag within only a matter of second see attach photo however the inside seem to be fain real lifey dry i have a few sheet of paper towel stuff in the inner pocket of the bag and they all seem to have stay dry but the outside be definitely not comfortable to touch due to all the water absorb by the she will fabric i do not think the surface have any water repelling coating either then i concentrate the spraying mostly on the top simulate how the bag would encounter water in a typical rainy day i be mostly test to see if the water can easily pas through the zipper line but that do not seem to be the case however after a couple of minute i could see wet mark start to spread on the liner fabric inside the bag see attach photo in every compartment that mean if i have this bag with i on a rainy day everything inside the bag would basically be surround by water and moisture in maybe just 10 minute i m not sure about you but those result do not show anything water resistant to i also cjguiser review mention heshe receive a replacement bag after leave the bad review and the bag come with an extra waterproof cover in the bottom and have well bottom padding i check mine there s no waterproof cover and the bottom padding be nonexistent the bottom side feel like 18 of the thickness of the side of the laptop compartment,Bad
i be really impressed with this cable i have use many different lightning cable and this be one of the good i have use it be not the piece of junk that be not certify and do not work this cable be apple mfi certify mean it should work flawlessly and speedy this cable be also affordable for under 15 you can get a very sturdy lightning cable that have very high quality i be almost sure that this will not get the turtle neck like some other cable where the cable role inward at the connect port let u say this do happen ravpower come with a 1 year warranty and if you register your product they add an extra 6 month of warranty for for realee the packaging of this cable be very elegant and simple it come with a paper where you can go online and register your cable and give you a link to join their super user program the cable itself be make of high quality material that will last you a long time and i be sure it will last you long then the cable you receive with your apple product the only branding on the cable be where it say ravpower on the lightning port and have work flawlessly for i the cable be 3 ft long and have a quality finish it also have a small head and fit with all case all you have to do out of the box be plug it into your adapter and you re ready to go i recommend use an adapter with a fast speed to utoday i learnedize the cable ability of speedy charging you can find how fast your adapter be in the writing where it say output this should be about 2124a for maximum speed charge i specifically use this cable with my ravpower portable charger in the mesh bag and i have no problem what so ever even after not use it in a while this cable would work for anyone it be set at an affordable price it be apple mfi certify mean you will not have charge problem and the construction quality be superb even if buy a a backup cable it be worth the money spend on it i believe that this cable out perform many other cable on the market especially for the low price 1 suggestion i have be to rubber braid the lightning portion of the cable to completely prevent the turtleneck overall i be very happy with this cable and would honestly recommend it to anyone that want or need another lightning cable it have a great design great quality great price two color option and in the end it get the job do i be supply a sample for test and evaluation and i promise that my review be fair and honest,Good
fantastic quality and a direct fit in my 2012 ram 1500 lonestar i add a backup camera which work incredibly well with the display on this unit the gps be a small pita a you have to enter in the city street number and street separately once enter the gps be very accurate i suggest turn off the turn by turn commentary because they do not shut up overall damn good for the price of the unit,Good
i use an old laptop that heat up surprisingly fast especially if it sit on my couch or lap cuccot portable laptop cool fan have create a breezy surface that i can set my laptop on without have to worry my laptop get very warm but you d never know it when i m use this cool pad the two large fan circulate air around my machine and help to keep the temperature low because the fan be so large they re able to easily cool my entire machine at the same time without leave any spot scorch hot sometimes a proper desk be not available and i have a hard time type on my coffee table if i m on the couch there be two adjustable plastic foot underneath the unit that help prop it up at a usable angle there be also two plastic tab on top to keep my laptop for realom slip or slide off while i type cuccot laptop cool fan be a great way to treat my old laptop right i be provide with a sample of this fan but price do not change how easy it be to use nor do it effect my review,Good
these work incredibly well now i can use a regular usb cable with a micro usb to connect my tablet and phone and directly transfer anything rather than use bluetooth or other program this be much fast also of something happen to my charger cable i can take a regular usb cable and make it a micro usb and charge my phone or tablet i m very happy with this adapter,Good
the dlpin usb slim portable external cd dvd player be exactly what we need my family have several laptop and tablet but none of they have dvd player in they now we have many movie and disk with picture on they that we be unable to see with this we have be able to convert most to flash drive and external hard drive see all out old picture and my daughter be able to use it to watch all her movie on her computer it be lightweight really slim and portable it be easy to attach to all of our device and work great we have not have any issue get it to work play dvd or load it onto our computer we have use it almost daily for the last several week and it continue to work great it be well make sleek design and perfect for what we need i would recommend this brand to anyone in the market for an external cddvd player i receive this product for for realee in exchange for my honest and unbiased review,Good
after upgrade my early 2011 macbook pro with a new solid state drive i need an enclosure for the old hard drive thunderbolt equip enclosure be too expensive so i look for firewire fw variant and find this nice 25inch hdd enclosure by owc it be almost all plastic but it feel quite solid and i dig the old mac g4inspire design the adhesive foot pad raise the enclosure just high enough for heat to dissipate for realom the enormous heat sink attach to the bottom of the hard disk tray it be a bit large than i expect but the build quality be very good and it run quiet and without issue connect to my aging macbook pro fw port instal the hard drive be not a complicated affair but the back plastic plate be a tight fit so i have to be careful when push it in it could prove difficult to remove should i want to replace the drive some day a expect data transfer speed be much fast with fw and support for usb 30 mean that i m cover for any laptop i m plan to buy in the near future owc include necessary cable screw foot pad and even throw in a faux leather carrying case the screw require a 0 phillip screwdriver honestly i really could do without the case if that would of shave some off the price but stoday i learnedl even with a new hard disk it be stoday i learnedl le expensive and offer more option than the thunderbolt compatible enclosure that i ve see out there overall i be happy with my purchase very recommend,Good
